title,id,categories,version,total_versions,date,delta_time,is_pdf,grobid,pages,delta_pages,tokens_cnt,delta_tokens_cnt,token_density,words_cnt,removed_words_cnt,added_words_cnt,relative_added_words,relative_removed_words,ref_cnt,delta_ref_cnt,authors_cnt,delta_authors_cnt,figures_cnt,delta_figures_cnt,figures_density,title_changed,abstract_changed
Efficient Bayesian phase estimation using mixed priors,2007.11629,quant-ph,2,2,2021-05-30 19:56:32+00:00,312 days 00:56:42,True,True,19.0,3.0,8088.0,1283.0,425.6842105263158,1366.0,7.0,168.0,0.1236283833211411,0.0066555740432612,19.0,3.0,1.0,,14.0,9.0,0.7368421052631579,False,True
Theoretical realization of rich magnon topology by symmetry-breaking in honeycomb bilayer ferromagnets,2007.11692,cond-mat.mes-hall,1,2,2020-07-22 21:31:51+00:00,,True,True,15.0,,2669.0,,177.93333333333334,904.0,,,,,65.0,,1.0,,10.0,,0.6666666666666666,,
Theoretical realization of rich magnon topology by symmetry-breaking in honeycomb bilayer ferromagnets,2007.11692,cond-mat.mes-hall,2,2,2020-09-25 11:16:25+00:00,64 days 13:44:34,True,True,16.0,1.0,3398.0,729.0,212.375,1046.0,61.0,193.0,0.1852913085004775,0.0685082872928176,70.0,5.0,1.0,0.0,11.0,1.0,0.6875,False,False
Pseudoscalar glueballs in the Klebanov-Strassler Theory,2007.11952,hep-th hep-lat hep-ph,1,2,2020-07-23 12:17:42+00:00,,True,True,54.0,,9463.0,,175.24074074074073,1500.0,,,,,50.0,,2.0,,18.0,,0.3333333333333333,,
Pseudoscalar glueballs in the Klebanov-Strassler Theory,2007.11952,hep-th hep-lat hep-ph,2,2,2020-10-23 11:46:51+00:00,91 days 23:29:09,True,True,55.0,1.0,9695.0,232.0,176.27272727272728,1547.0,2.0,30.0,0.0200258397932816,0.0019986675549633,59.0,9.0,2.0,0.0,18.0,0.0,0.3272727272727272,False,False
Augmented Signal Processing in Liquid Argon Time Projection Chamber with Deep Neural Network,2007.12743,physics.ins-det hep-ex nucl-ex,1,3,2020-07-24 19:21:26+00:00,,True,True,18.0,,5279.0,,293.27777777777777,1217.0,,,,,29.0,,12.0,,8.0,,0.4444444444444444,,
Augmented Signal Processing in Liquid Argon Time Projection Chambers with a Deep Neural Network,2007.12743,physics.ins-det hep-ex nucl-ex,2,3,2020-08-20 05:52:08+00:00,26 days 10:30:42,True,True,18.0,0.0,5267.0,-12.0,292.6111111111111,1255.0,34.0,70.0,0.0565286624203821,0.028735632183908,29.0,0.0,12.0,0.0,10.0,2.0,0.5555555555555556,True,False
Augmented Signal Processing in Liquid Argon Time Projection Chambers with a Deep Neural Network,2007.12743,physics.ins-det hep-ex nucl-ex,3,3,2020-11-03 06:57:28+00:00,75 days 01:05:20,True,True,21.0,3.0,5613.0,346.0,267.2857142857143,1314.0,21.0,78.0,0.0600760456273764,0.0175159235668789,34.0,5.0,12.0,0.0,11.0,1.0,0.5238095238095238,False,False
Dynamical Correction to the Bethe-Salpeter Equation Beyond the Plasmon-Pole Approximation,2007.13501,physics.chem-ph cond-mat.mtrl-sci cond-mat.str-el physics.comp-ph,1,2,2020-07-27 12:47:09+00:00,,True,True,12.0,,5967.0,,497.25,1428.0,,,,,86.0,,2.0,,9.0,,0.75,,
Dynamical Correction to the Bethe-Salpeter Equation Beyond the Plasmon-Pole Approximation,2007.13501,physics.chem-ph cond-mat.mtrl-sci cond-mat.str-el physics.comp-ph,2,2,2020-09-03 08:49:21+00:00,37 days 20:02:12,True,True,12.0,0.0,6122.0,155.0,510.1666666666667,1407.0,48.0,31.0,0.0227272727272727,0.0342897130860741,83.0,-3.0,2.0,0.0,6.0,-3.0,0.5,False,True
de Sitter in non-supersymmetric string theories: no-go theorems and brane-worlds,2007.13757,hep-th gr-qc,1,2,2020-07-27 18:00:01+00:00,,True,True,43.0,,11923.0,,277.27906976744185,2014.0,,,,,120.0,,2.0,,13.0,,0.3023255813953488,,
de Sitter in non-supersymmetric string theories: no-go theorems and brane-worlds,2007.13757,hep-th gr-qc,2,2,2020-08-13 19:22:13+00:00,17 days 01:22:12,True,True,44.0,1.0,12136.0,213.0,275.8181818181818,2083.0,4.0,67.0,0.0326295585412667,0.0024813895781637,132.0,12.0,2.0,0.0,12.0,-1.0,0.2727272727272727,False,True
Dynamics and Redistribution of Entanglement and Coherence in Three Time-Dependent Coupled Harmonic Oscillators,2007.14746,quant-ph,1,2,2020-07-29 11:19:53+00:00,,True,True,24.0,,6065.0,,252.70833333333334,1217.0,,,,,39.0,,3.0,,14.0,,0.5833333333333334,,
Dynamics and Redistribution of Entanglement and Coherence in Three Time-Dependent Coupled Harmonic Oscillators,2007.14746,quant-ph,2,2,2021-04-01 11:31:26+00:00,246 days 00:11:33,True,True,24.0,0.0,6335.0,270.0,263.9583333333333,1283.0,26.0,89.0,0.0700934579439252,0.022167487684729,47.0,8.0,3.0,0.0,14.0,0.0,0.5833333333333334,False,True
Understanding the Synthetic Pathway Enabling Optoelectronic Devices Based on [AgSePh] ∞ Nanocrystal Films,2007.15354,physics.app-ph cond-mat.mtrl-sci,1,2,2020-07-30 10:04:37+00:00,,True,True,9.0,,4863.0,,540.3333333333334,1380.0,,,,,27.0,,4.0,,11.0,,1.2222222222222223,,
"Understanding the Synthetic Pathway to Large Area, High Quality [AgSePh] ∞ Nanocrystal Films",2007.15354,physics.app-ph cond-mat.mtrl-sci,2,2,2020-09-24 11:00:49+00:00,56 days 00:56:12,True,True,9.0,0.0,5087.0,224.0,565.2222222222222,1405.0,33.0,52.0,0.0376955903271692,0.0246198406951484,23.0,-4.0,4.0,0.0,11.0,0.0,1.2222222222222223,True,False
Superspreading of SARS-CoV-2 in the USA,2007.15673,q-bio.PE physics.soc-ph q-bio.QM,1,3,2020-07-30 18:09:29+00:00,,True,True,9.0,,4802.0,,533.5555555555555,1169.0,,,,,36.0,,2.0,,5.0,,0.5555555555555556,,
Superspreading of SARS-CoV-2 in the USA,2007.15673,q-bio.PE physics.soc-ph q-bio.QM,2,3,2020-09-30 01:21:23+00:00,61 days 07:11:54,True,True,9.0,0.0,4803.0,1.0,533.6666666666666,1171.0,0.0,1.0,0.0017064846416382,0.0008547008547008,36.0,0.0,2.0,0.0,4.0,-1.0,0.4444444444444444,False,False
Superspreading of SARS-CoV-2 in the USA,2007.15673,q-bio.PE physics.soc-ph q-bio.QM,3,3,2021-03-30 03:36:08+00:00,181 days 02:14:45,True,True,16.0,7.0,5819.0,1016.0,363.6875,1228.0,66.0,127.0,0.1041497152156224,0.0571672354948805,48.0,12.0,2.0,0.0,8.0,4.0,0.5,False,False
Considerations on the suppression of charged particles in high energy heavy ion collisions,2008.00686,nucl-ex hep-ph,1,4,2020-08-03 07:32:44+00:00,,True,True,13.0,,4896.0,,376.61538461538464,771.0,,,,,83.0,,3.0,,18.0,,1.3846153846153846,,
Considerations on the suppression of charged particles in high energy heavy ion collisions,2008.00686,nucl-ex hep-ph,2,4,2020-08-05 07:59:23+00:00,2 days 00:26:39,True,True,13.0,0.0,4841.0,-55.0,372.38461538461536,770.0,1.0,1.0,0.0025940337224383,0.0025906735751295,83.0,0.0,3.0,0.0,17.0,-1.0,1.3076923076923077,False,False
Considerations on the suppression of charged particles and π 0 in high energy heavy ion collisions,2008.00686,nucl-ex hep-ph,3,4,2020-11-26 18:13:35+00:00,113 days 10:14:12,True,True,15.0,2.0,5983.0,1142.0,398.8666666666667,888.0,33.0,149.0,0.1687289088863892,0.0440985732814526,93.0,10.0,3.0,0.0,28.0,11.0,1.8666666666666667,True,False
Considerations on the suppression of charged particles and π 0 in high energy heavy ion collisions,2008.00686,nucl-ex hep-ph,4,4,2021-02-02 11:03:21+00:00,67 days 16:49:46,True,True,15.0,0.0,6221.0,238.0,414.73333333333335,906.0,28.0,47.0,0.0529217199558985,0.0326209223847019,93.0,0.0,3.0,0.0,28.0,0.0,1.8666666666666667,False,False
A physical protocol for observers near the boundary to obtain bulk information in quantum gravity,2008.01740,hep-th gr-qc,1,2,2020-08-04 18:00:18+00:00,,True,True,33.0,,11319.0,,343.0,1641.0,,,,,32.0,,3.0,,5.0,,0.1515151515151515,,
A physical protocol for observers near the boundary to obtain bulk information in quantum gravity,2008.01740,hep-th gr-qc,2,2,2021-04-28 10:43:07+00:00,266 days 16:42:49,True,True,33.0,0.0,11713.0,394.0,354.93939393939394,1712.0,7.0,68.0,0.0402802101576182,0.0048721071863581,35.0,3.0,3.0,0.0,4.0,-1.0,0.1212121212121212,False,False
Binary black hole spectroscopy: a toupee test of GW190814 and GW190412,2008.02248,gr-qc astro-ph.HE,1,3,2020-08-05 17:26:41+00:00,,True,True,7.0,,3878.0,,554.0,1148.0,,,,,76.0,,2.0,,4.0,,0.5714285714285714,,
Binary black hole spectroscopy: a toupee test of GW190814 and GW190412,2008.02248,gr-qc astro-ph.HE,2,3,2020-08-25 19:16:36+00:00,20 days 01:49:55,True,True,7.0,0.0,4052.0,174.0,578.8571428571429,1194.0,6.0,42.0,0.0359832635983263,0.0060922541340295,82.0,6.0,2.0,0.0,4.0,0.0,0.5714285714285714,False,False
Binary black hole spectroscopy: a no-hair test of GW190814 and GW190412,2008.02248,gr-qc astro-ph.HE,3,3,2020-12-02 18:18:37+00:00,98 days 23:02:01,True,True,8.0,1.0,4705.0,653.0,588.125,1278.0,56.0,131.0,0.1032056293979671,0.0476987447698744,89.0,7.0,2.0,0.0,4.0,0.0,0.5,True,False
Interpretation of the XENON1T excess in the model with decaying sterile neutrinos,2008.03150,hep-ph,1,2,2020-08-06 05:42:50+00:00,,True,True,7.0,,2472.0,,353.14285714285717,669.0,,,,,42.0,,1.0,,3.0,,0.4285714285714285,,
Interpretation of the XENON1T excess in the model with decaying sterile neutrinos,2008.03150,hep-ph,2,2,2021-04-14 06:44:03+00:00,251 days 01:01:13,True,True,7.0,0.0,2522.0,50.0,360.2857142857143,704.0,6.0,39.0,0.0567375886524822,0.0104477611940298,48.0,6.0,1.0,0.0,3.0,0.0,0.4285714285714285,False,False
FRBs: the Dispersion Measure of Host Galaxies M. J a r o s z y n s k i,2008.04634,astro-ph.GA astro-ph.CO,1,2,2020-08-11 11:34:28+00:00,,True,True,14.0,,4703.0,,335.92857142857144,955.0,,,,,10.0,,,,4.0,,0.2857142857142857,,
FRBs: the Dispersion Measure of Host Galaxies M. J a r o s z y n s k i,2008.04634,astro-ph.GA astro-ph.CO,2,2,2020-08-13 09:11:47+00:00,1 days 21:37:19,True,True,14.0,0.0,4733.0,30.0,338.07142857142856,969.0,11.0,25.0,0.0268041237113402,0.0125523012552301,10.0,0.0,,,4.0,0.0,0.2857142857142857,False,True
Interpreting the X-ray afterglows of gamma-ray bursts with radiative losses and millisecond magnetars,2008.05745,astro-ph.HE,1,2,2020-08-13 08:03:40+00:00,,True,True,8.0,,5724.0,,715.5,1110.0,,,,,58.0,,3.0,,6.0,,0.75,,
Interpreting the X-ray afterglows of gamma-ray bursts with radiative losses and millisecond magnetars,2008.05745,astro-ph.HE,2,2,2020-12-15 09:58:56+00:00,124 days 01:55:16,True,True,7.0,-1.0,5789.0,65.0,827.0,1129.0,17.0,30.0,0.027433628318584,0.0162016201620162,65.0,7.0,3.0,0.0,5.0,-1.0,0.7142857142857143,False,False
High-order nonreciprocal add-drop filter,2008.08745,physics.optics,1,3,2020-08-20 03:01:12+00:00,,True,True,16.0,,7643.0,,477.6875,1428.0,,,,,54.0,,7.0,,10.0,,0.625,,
High-Order Nonreciprocal Add-Drop Filter,2008.08745,physics.optics,2,3,2020-12-15 07:45:14+00:00,117 days 04:44:02,True,True,16.0,0.0,9546.0,1903.0,596.625,1550.0,93.0,233.0,0.1508704061895551,0.0657802659202239,63.0,9.0,7.0,0.0,18.0,8.0,1.125,True,False
High-Order Nonreciprocal Add-Drop Filter,2008.08745,physics.optics,3,3,2021-02-23 09:27:24+00:00,70 days 01:42:10,True,True,29.0,13.0,9266.0,-280.0,319.51724137931035,1581.0,52.0,74.0,0.0474083438685208,0.0341715022566086,66.0,3.0,7.0,0.0,14.0,-4.0,0.4827586206896552,False,False
Positionality-Weighted Aggregation Methods on Cumulative Voting,2008.08759,econ.GN cs.CY physics.soc-ph q-fin.EC,1,2,2020-08-20 03:55:49+00:00,,True,True,16.0,,3043.0,,190.1875,737.0,,,,,13.0,,3.0,,5.0,,0.3125,,
Positionality-Weighted Aggregation Methods for Cumulative Voting,2008.08759,econ.GN cs.CY physics.soc-ph q-fin.EC,2,2,2021-02-23 03:14:32+00:00,186 days 23:18:43,True,True,10.0,-6.0,3857.0,814.0,385.7,952.0,57.0,258.0,0.2717733473242392,0.078590785907859,26.0,13.0,3.0,0.0,4.0,-1.0,0.4,True,False
Effects of quark chemical potential on analytic structure of gluon propagator,2008.09012,hep-th hep-ph,1,2,2020-08-20 15:00:31+00:00,,True,True,17.0,,7734.0,,454.94117647058823,1298.0,,,,,80.0,,2.0,,13.0,,0.7647058823529411,,
Effects of a quark chemical potential on the analytic structure of the gluon propagator,2008.09012,hep-th hep-ph,2,2,2021-05-21 06:49:44+00:00,273 days 15:49:13,True,True,18.0,1.0,8307.0,573.0,461.5,1361.0,33.0,98.0,0.0726872246696035,0.0261739799846035,82.0,2.0,2.0,0.0,15.0,2.0,0.8333333333333334,True,False
Cosmological Constraints on Entropic Cosmology with Matter Creation,2008.09635,gr-qc astro-ph.CO,1,2,2020-08-21 18:24:26+00:00,,True,True,13.0,,5952.0,,457.84615384615387,1301.0,,,,,134.0,,2.0,,3.0,,0.2307692307692307,,
Cosmological Constraints on Entropic Cosmology with Matter Creation,2008.09635,gr-qc astro-ph.CO,2,2,2020-09-03 06:16:02+00:00,12 days 11:51:36,True,True,13.0,0.0,6210.0,258.0,477.6923076923077,1331.0,5.0,31.0,0.024024024024024,0.0046082949308755,142.0,8.0,2.0,0.0,4.0,1.0,0.3076923076923077,False,True
Theory and Implementation of a Novel Stochastic Approach to Coupled Cluster,2008.10514,physics.chem-ph physics.comp-ph,1,2,2020-08-24 15:27:47+00:00,,True,True,42.0,,9278.0,,220.9047619047619,1992.0,,,,,96.0,,4.0,,13.0,,0.3095238095238095,,
Theory and Implementation of a Novel Stochastic Approach to Coupled Cluster,2008.10514,physics.chem-ph physics.comp-ph,2,2,2020-09-21 12:39:09+00:00,27 days 21:11:22,True,True,43.0,1.0,9578.0,300.0,222.74418604651163,2067.0,9.0,81.0,0.0396518375241779,0.0050175614651279,98.0,2.0,4.0,0.0,14.0,1.0,0.3255813953488372,False,True
Preparing mechanical squeezing of a macroscopic pendulum near quantum regimes,2008.10848,quant-ph,1,4,2020-08-25 07:05:32+00:00,,True,True,6.0,,2837.0,,472.8333333333333,828.0,,,,,47.0,,2.0,,4.0,,0.6666666666666666,,
Preparing mechanical squeezing of a macroscopic pendulum near quantum regimes,2008.10848,quant-ph,2,4,2020-12-25 03:19:39+00:00,121 days 20:14:07,True,True,11.0,5.0,3436.0,599.0,312.3636363636364,953.0,23.0,138.0,0.1457023060796645,0.0289505428226779,51.0,4.0,2.0,0.0,7.0,3.0,0.6363636363636364,False,False
Preparing mechanical squeezing of a macroscopic pendulum near quantum regimes,2008.10848,quant-ph,3,4,2021-05-06 03:29:09+00:00,132 days 00:09:30,True,True,10.0,-1.0,3509.0,73.0,350.9,938.0,44.0,28.0,0.0308839190628328,0.0471698113207547,50.0,-1.0,2.0,0.0,5.0,-2.0,0.5,False,False
Conditional mechanical squeezing of a macroscopic pendulum near quantum regimes,2008.10848,quant-ph,4,4,2021-08-31 02:07:44+00:00,116 days 22:38:35,True,True,12.0,2.0,4023.0,514.0,335.25,969.0,8.0,30.0,0.0319587628865979,0.0095846645367412,51.0,1.0,2.0,0.0,8.0,3.0,0.6666666666666666,True,True
Symmetric pseudogap metal in a generalized t − J model,2008.11204,cond-mat.str-el,1,3,2020-08-25 18:00:00+00:00,,True,True,8.0,,3591.0,,448.875,898.0,,,,,39.0,,2.0,,3.0,,0.375,,
Fractional Fermi liquid in a doped nickelate,2008.11204,cond-mat.str-el,2,3,2020-11-29 16:39:03+00:00,95 days 22:39:03,True,True,12.0,4.0,5626.0,2035.0,468.8333333333333,1124.0,99.0,303.0,0.2702222222222222,0.1112347052280311,54.0,15.0,2.0,0.0,7.0,4.0,0.5833333333333334,True,
Fractional Fermi liquid in a generalized t − J model,2008.11204,cond-mat.str-el,3,3,2021-04-08 13:31:38+00:00,129 days 20:52:35,True,True,13.0,1.0,5504.0,-122.0,423.38461538461536,1111.0,26.0,12.0,0.0116906474820143,0.024,54.0,0.0,2.0,0.0,6.0,-1.0,0.4615384615384615,True,
Optimizing Ionic Transport in Polymer (PEO) -Garnet (LLZO) Composite Solid-State Electrolytes,2008.11855,physics.app-ph cond-mat.mtrl-sci,1,2,2020-08-26 23:07:08+00:00,,True,True,47.0,,9993.0,,212.61702127659575,1925.0,,,,,70.0,,3.0,,23.0,,0.4893617021276595,,
Hybrid Polymer-Garnet Materials for All-Solid-State Energy Storage Devices,2008.11855,physics.app-ph cond-mat.mtrl-sci,2,2,2021-04-30 19:58:55+00:00,246 days 20:51:47,True,True,15.0,-32.0,5265.0,-4728.0,351.0,1475.0,1058.0,668.0,0.4532520325203252,0.5498442367601246,32.0,-38.0,4.0,1.0,11.0,-12.0,0.7333333333333333,True,False
Analytic Bootstrap for Perturbative Conformal Field Theories,2008.12600,hep-th,1,2,2020-08-28 12:06:43+00:00,,True,True,232.0,,46981.0,,202.5043103448276,3692.0,,,,,220.0,,6.0,,75.0,,0.3232758620689655,,
Analytic Bootstrap for Perturbative Conformal Field Theories,2008.12600,hep-th,2,2,2021-04-08 13:37:46+00:00,223 days 01:31:03,True,True,232.0,0.0,47009.0,28.0,202.625,3683.0,1.0,2.0,0.000814332247557,0.000541565123206,221.0,1.0,6.0,0.0,69.0,-6.0,0.2974137931034483,False,True
Atomic Resonant Tunneling in the Surface Dynamics of H Adatoms: Application to H/Pt(111),2008.12717,cond-mat.mtrl-sci cond-mat.mes-hall physics.chem-ph quant-ph,1,4,2020-08-28 15:56:20+00:00,,True,True,34.0,,5728.0,,168.47058823529412,1294.0,,,,,57.0,,2.0,,19.0,,0.5588235294117647,,
Atomic Resonant Tunneling in the Surface Dynamics of H Adatoms: Application to H/Pt(111),2008.12717,cond-mat.mtrl-sci cond-mat.mes-hall physics.chem-ph quant-ph,2,4,2020-09-09 03:56:10+00:00,11 days 11:59:50,True,True,34.0,0.0,5880.0,152.0,172.94117647058823,1312.0,5.0,24.0,0.019040365575019,0.0046332046332046,57.0,0.0,2.0,0.0,21.0,2.0,0.6176470588235294,False,True
Atomic Resonant Tunneling in the Surface Diffusion of H Atoms on Pt(111),2008.12717,cond-mat.mtrl-sci cond-mat.mes-hall physics.chem-ph quant-ph,3,4,2020-09-22 15:33:40+00:00,13 days 11:37:30,True,True,34.0,0.0,5880.0,0.0,172.94117647058823,1311.0,1.0,0.0,0.0007621951219512,0.0015232292460015,57.0,0.0,2.0,0.0,21.0,0.0,0.6176470588235294,True,True
Atomic Resonant Tunneling in the Surface Diffusion of H Atoms on Pt(111),2008.12717,cond-mat.mtrl-sci cond-mat.mes-hall physics.chem-ph quant-ph,4,4,2021-01-25 10:38:11+00:00,124 days 19:04:31,True,True,43.0,9.0,8070.0,2190.0,187.67441860465115,1632.0,25.0,300.0,0.1843233312921004,0.0198170731707317,76.0,19.0,2.0,0.0,28.0,7.0,0.6511627906976745,False,False
Edge Modes in One Dimensional Topological Charge Conserving Spin-Triplet Superconductors: Exact Results from Bethe Ansatz,2008.13268,cond-mat.str-el cond-mat.supr-con,1,2,2020-08-30 20:41:09+00:00,,True,True,21.0,,11512.0,,548.1904761904761,1483.0,,,,,42.0,,3.0,,2.0,,0.0952380952380952,,
Edge Modes in One Dimensional Topological Charge Conserving Spin-Triplet Superconductors: Exact Results from Bethe Ansatz,2008.13268,cond-mat.str-el cond-mat.supr-con,2,2,2020-10-16 19:43:48+00:00,46 days 23:02:39,True,True,20.0,-1.0,11480.0,-32.0,574.0,1506.0,27.0,58.0,0.0391506303915063,0.0188679245283018,42.0,0.0,3.0,0.0,4.0,2.0,0.2,False,False
Optimization of Resonant Λ-type Quantum Memory with Gaussian Pulses,2008.13638,quant-ph physics.atom-ph,1,4,2020-08-31 14:19:02+00:00,,True,True,7.0,,4101.0,,585.8571428571429,1006.0,,,,,44.0,,3.0,,3.0,,0.4285714285714285,,
Optimization of Resonant Λ-type Quantum Memory with Gaussian Pulses,2008.13638,quant-ph physics.atom-ph,2,4,2020-09-07 18:34:25+00:00,7 days 04:15:23,True,True,7.0,0.0,3662.0,-439.0,523.1428571428571,947.0,72.0,21.0,0.0232067510548523,0.0724925521350546,43.0,-1.0,3.0,0.0,3.0,0.0,0.4285714285714285,False,
Optimization of Broadband Λ-type Quantum Memory Using Gaussian Pulses,2008.13638,quant-ph physics.atom-ph,3,4,2021-03-28 15:26:52+00:00,201 days 20:52:27,True,True,9.0,2.0,5496.0,1834.0,610.6666666666666,1186.0,181.0,401.0,0.3386689132266217,0.1919831223628691,52.0,9.0,3.0,0.0,6.0,3.0,0.6666666666666666,True,
Optimization of Broadband Λ-type Quantum Memory Using Gaussian Pulses,2008.13638,quant-ph physics.atom-ph,4,4,2021-03-30 15:43:36+00:00,2 days 00:16:44,True,True,9.0,0.0,5508.0,12.0,612.0,1192.0,0.0,8.0,0.0075440067057837,0.0008424599831508,53.0,1.0,3.0,0.0,6.0,0.0,0.6666666666666666,False,
Hidden anomalous Hall effect in Sr 2 RuO 4 with chiral superconductivity dominated by the Ru d xy orbital,2009.00034,cond-mat.supr-con cond-mat.mes-hall,1,3,2020-08-31 18:03:27+00:00,,True,True,11.0,,5927.0,,538.8181818181819,1372.0,,,,,93.0,,4.0,,13.0,,1.181818181818182,,
Hidden anomalous Hall effect in Sr 2 RuO 4 with chiral superconductivity dominated by the Ru d xy orbital,2009.00034,cond-mat.supr-con cond-mat.mes-hall,2,3,2020-10-23 04:07:57+00:00,52 days 10:04:30,True,True,11.0,0.0,5575.0,-352.0,506.8181818181818,1375.0,31.0,36.0,0.0268895348837209,0.0233066278222869,93.0,0.0,4.0,0.0,11.0,-2.0,1.0,False,
Hidden anomalous Hall effect in Sr 2 RuO 4 with chiral superconductivity dominated by the Ru d xy orbital,2009.00034,cond-mat.supr-con cond-mat.mes-hall,3,3,2020-11-27 08:36:20+00:00,35 days 04:28:23,True,True,11.0,0.0,5631.0,56.0,511.90909090909093,1388.0,0.0,13.0,0.0100791936645068,0.0007267441860465,93.0,0.0,4.0,0.0,11.0,0.0,1.0,False,True
"Positivity in electron-positron scattering: testing the axiomatic
  quantum field theory principles and probing the existence of UV states",2009.02212,hep-ph hep-ex hep-th,1,2,2020-09-04 14:14:17+00:00,,False,False,,,,,,,,,,,,,,,,,,,
Positivity in electron-positron scattering: testing the axiomatic quantum field theory principles and probing the existence of UV states,2009.02212,hep-ph hep-ex hep-th,2,2,2021-01-20 08:08:51+00:00,,True,True,24.0,,13378.0,,557.4166666666666,1951.0,,,,,72.0,,4.0,,8.0,,0.3333333333333333,,
A study of collider signatures for two Higgs doublet models with a Pseudoscalar mediator to Dark Matter,2009.02220,hep-ph hep-ex,1,3,2020-09-04 14:27:12+00:00,,True,True,21.0,,5088.0,,242.28571428571428,1050.0,,,,,39.0,,4.0,,9.0,,0.4285714285714285,,
A study of collider signatures for two Higgs doublet models with a Pseudoscalar mediator to Dark Matter,2009.02220,hep-ph hep-ex,2,3,2020-11-10 13:39:16+00:00,66 days 23:12:04,True,True,20.0,-1.0,5230.0,142.0,261.5,1061.0,6.0,13.0,0.0131826741996233,0.0066603235014272,39.0,0.0,4.0,0.0,8.0,-1.0,0.4,False,True
A study of collider signatures for two Higgs doublet models with a Pseudoscalar mediator to Dark Matter,2009.02220,hep-ph hep-ex,3,3,2021-01-11 10:16:47+00:00,61 days 20:37:31,True,True,20.0,0.0,5400.0,170.0,270.0,1103.0,6.0,44.0,0.0407608695652173,0.0065913370998116,41.0,2.0,4.0,0.0,7.0,-1.0,0.35,False,True
On the Generalised Equipartition Law,2009.02518,math-ph math.MP physics.class-ph,1,2,2020-09-05 11:31:59+00:00,,True,True,18.0,,4040.0,,224.44444444444446,928.0,,,,,11.0,,2.0,,5.0,,0.2777777777777778,,
On the Generalised Equipartition Law,2009.02518,math-ph math.MP physics.class-ph,2,2,2021-01-30 15:31:39+00:00,147 days 03:59:40,True,True,16.0,-2.0,4676.0,636.0,292.25,1031.0,15.0,112.0,0.1094961240310077,0.0172228202368137,14.0,3.0,2.0,0.0,6.0,1.0,0.375,False,False
Design of a Quantum-Repeater using Quantum-Circuits and Benchmarking its Performance on an IBM Quantum-Computer,2009.04584,quant-ph,1,2,2020-09-09 21:44:11+00:00,,True,True,10.0,,5708.0,,570.8,1259.0,,,,,37.0,,3.0,,13.0,,1.3,,
Design of a quantum repeater using quantum circuits and benchmarking its performance on an IBM quantum computer,2009.04584,quant-ph,2,2,2021-10-14 21:43:23+00:00,399 days 23:59:12,True,True,23.0,13.0,6255.0,547.0,271.95652173913044,1370.0,49.0,165.0,0.1210795040116703,0.0396825396825396,41.0,4.0,3.0,0.0,14.0,1.0,0.6086956521739131,True,False
Numerator Seagull and Extended Symmetries of Feynman Integrals,2009.04947,hep-th,1,2,2020-09-10 15:44:58+00:00,,True,True,28.0,,5204.0,,185.85714285714286,1025.0,,,,,34.0,,3.0,,6.0,,0.2142857142857142,,
Numerator Seagull and Extended Symmetries of Feynman Integrals,2009.04947,hep-th,2,2,2020-09-30 13:45:12+00:00,19 days 22:00:14,True,True,28.0,0.0,5304.0,100.0,189.42857142857142,1036.0,1.0,10.0,0.0106075216972034,0.0019493177387914,39.0,5.0,3.0,0.0,6.0,0.0,0.2142857142857142,False,True
Enhancement of quantum synchronization via continuous measurement and feedback control,2009.05468,nlin.AO quant-ph,1,2,2020-09-11 14:43:36+00:00,,True,True,14.0,,4201.0,,300.07142857142856,907.0,,,,,63.0,,2.0,,12.0,,0.8571428571428571,,
Enhancement of quantum synchronization via continuous measurement and feedback control,2009.05468,nlin.AO quant-ph,2,2,2021-02-01 13:37:35+00:00,142 days 22:53:59,True,True,15.0,1.0,5137.0,936.0,342.46666666666664,1058.0,7.0,150.0,0.1425873465533522,0.0088105726872246,66.0,3.0,2.0,0.0,14.0,2.0,0.9333333333333332,False,False
Neutron optical test of completeness of quantum root-mean-square errors,2009.06418,quant-ph,1,2,2020-09-14 13:13:32+00:00,,True,True,11.0,,3100.0,,281.8181818181818,778.0,,,,,29.0,,4.0,,9.0,,0.8181818181818182,,
Neutron optical test of completeness of quantum root-mean-square errors,2009.06418,quant-ph,2,2,2020-09-17 11:44:14+00:00,2 days 22:30:42,True,True,11.0,0.0,3127.0,27.0,284.27272727272725,783.0,15.0,16.0,0.0216836734693877,0.0205391527599486,31.0,2.0,4.0,0.0,12.0,3.0,1.0909090909090908,False,True
Antiferroelectricity Driven by Cluster Jahn-Teller Effect in the Lacunar Spinel GaNb 4 S 8,2009.07680,cond-mat.str-el,1,2,2020-09-16 13:38:21+00:00,,True,True,7.0,,4147.0,,592.4285714285714,1335.0,,,,,62.0,,11.0,,4.0,,0.5714285714285714,,
Cooperative cluster-Jahn-Teller effect as a possible route to antiferroelectricity,2009.07680,cond-mat.str-el,2,2,2021-04-13 09:38:28+00:00,208 days 20:00:07,True,True,7.0,0.0,4231.0,84.0,604.4285714285714,1402.0,215.0,272.0,0.1945830363506771,0.1616766467065868,69.0,7.0,11.0,0.0,4.0,0.0,0.5714285714285714,True,
Abundant atmospheric methane from volcanism on terrestrial planets is unlikely and strengthens the case for methane as a biosignature,2009.07761,astro-ph.EP,1,2,2020-09-16 15:45:04+00:00,,True,True,30.0,,9438.0,,314.6,1762.0,,,,,86.0,,3.0,,20.0,,0.6666666666666666,,
